Lead_ID,First_name,Last_name,Full_name,Gender,Date_of_Birth,Product_name,Product_ID,Account_Created_Date,Product_Category
LI-4954,Stacie,Ghilks,Stacie Ghilks,F,13-02-2010,"""Jarvis""",JS-0986-sv,22-04-2020,"""Art and Craft"""
LI-9922,Vincents,Greenrod,Vincents Greenrod,M,31-01-2003,"""Ultron""",JS-6579-fa,29-09-2020,"""Art and Craft"""
LI-8278,Fee,Spendley,Fee Spendley,M,08-02-2012,"""Jarvis""",RP-7576-ub,17-08-2020,"""Art and Craft"""
LI-3893,Erin,Snelling,Erin Snelling,M,09-01-1991,"""Ultron""",RP-8781-vx,09-10-2020,"""Science and Technology"""
LI-2088,Burl,Jaray,Burl Jaray,M,05-07-2014,"""Jarvis""",RP-9411-mf,24-07-2020,"""Kitchen"""
LI-0464,Maisey,Pigdon,Maisey Pigdon,F,15-08-2010,"""Ultron""",RP-3618-vg,06-10-2019,"""Kitchen"""
LI-3601,Orazio,Cottie,Orazio Cottie,M,15-12-1999,"""Skynet""",BM-9306-il,01-03-2020,"""Art and Craft"""
LI-5640,Cello,Mulheron,Cello Mulheron,M,12-09-2015,"""Ultron""",JS-6013-vq,17-07-2020,"""Science and Technology"""
LI-9693,Sigismondo,Kryska,Sigismondo Kryska,M,15-08-2014,"""Ultron""",RP-0127-lr,29-07-2020,"""Science and Technology"""
LI-4538,Olag,Ortmann,Olag Ortmann,M,03-06-2001,"""Ultron""",HC-0848-pd,21-08-2020,"""Art and Craft"""
LI-5766,Graehme,Dearing,Graehme Dearing,M,10-06-1991,"""Ultron""",RP-1143-ir,18-06-2020,"""Art and Craft"""
LI-0665,Benedetta,Hebbron,Benedetta Hebbron,F,19-01-1998,"""Ultron""",RP-9019-mb,31-05-2020,"""Art and Craft"""
LI-0491,Corly,Lindop,Corly Lindop,F,09-03-2008,"""Jarvis""",BM-3859-zs,10-08-2020,"""Science and Technology"""
LI-5038,Marilyn,Oleszczak,Marilyn Oleszczak,F,09-08-1991,"""Jarvis""",RP-9559-zq,23-03-2020,"""Kitchen"""
LI-3610,Trstram,Storrock,Trstram Storrock,M,25-11-2012,"""Skynet""",JS-3524-mc,21-01-2020,"""Art and Craft"""
LI-5015,Siegfried,Posselow,Siegfried Posselow,M,11-03-2002,"""Skynet""",RP-5689-pd,25-09-2020,"""Art and Craft"""
LI-7311,Jerrold,Huggill,Jerrold Huggill,M,23-11-1997,"""Kits Focal""",RP-7107-ld,29-07-2020,"""Kitchen"""
LI-4656,Gustavus,Janaszewski,Gustavus Janaszewski,M,05-07-1996,"""Ultron""",RP-4091-rk,01-04-2020,"""Kitchen"""
LI-8763,Curran,Drinkhall,Curran Drinkhall,M,18-03-2005,"""DIY Contrast""",BM-6634-lk,19-09-2019,"""Kitchen"""
LI-2989,Bonita,Cavan,Bonita Cavan,F,25-02-2004,"""Jarvis""",RP-4055-ym,24-12-2019,"""Art and Craft"""
LI-0831,Reynold,Dows,Reynold Dows,M,27-05-1994,"""Jarvis""",HC-4227-ut,23-07-2020,"""Art and Craft"""
LI-2823,Ashby,Rubenfeld,Ashby Rubenfeld,M,13-10-1990,"""Ultron""",RP-2970-ms,26-06-2020,"""Kitchen"""
LI-0986,Jessie,Larderot,Jessie Larderot,M,21-09-2015,"""DIY Contrast""",BM-9817-zu,30-04-2020,"""Art and Craft"""
LI-7626,Gorden,Hurd,Gorden Hurd,M,13-12-2006,"""Ultron""",RP-6134-gt,27-10-2019,"""Art and Craft"""
LI-4876,Rosabelle,Kopman,Rosabelle Kopman,F,13-05-2009,"""Ultron""",RP-6248-jm,02-12-2019,"""Art and Craft"""
LI-5027,Fanny,Flobert,Fanny Flobert,F,05-04-2007,"""Ultron""",BM-6160-ke,24-11-2019,"""Art and Craft"""
LI-1735,Hiram,Meatyard,Hiram Meatyard,M,03-10-1999,"""Jarvis""",HC-1059-hr,12-07-2020,"""Kitchen"""
LI-9525,Hettie,Darch,Hettie Darch,F,25-05-2000,"""Ultron""",HC-6168-rc,13-08-2020,"""Art and Craft"""
LI-7702,Erastus,Island,Erastus Island,M,07-06-2017,"""Jarvis""",BM-8792-on,20-07-2020,"""Kitchen"""
LI-8718,Wilmar,Malcher,Wilmar Malcher,M,05-09-2002,"""Jarvis""",BM-0883-rf,01-11-2019,"""Art and Craft"""
LI-1877,Almeta,Preece,Almeta Preece,F,25-02-2016,"""Jarvis""",HC-1730-go,17-09-2020,"""Kitchen"""
LI-8853,Ruperto,Milbourne,Ruperto Milbourne,M,12-08-2009,"""Jarvis""",BM-7021-eu,05-12-2019,"""Art and Craft"""
LI-5737,Lu,Pallent,Lu Pallent,F,24-08-2007,"""Jarvis""",RP-2452-wz,01-12-2019,"""Science and Technology"""
LI-3535,Belicia,Iverson,Belicia Iverson,F,06-12-2016,"""Jarvis""",RP-4978-et,22-01-2020,"""Kitchen"""
LI-1284,Maggy,Facchini,Maggy Facchini,F,11-12-2012,"""Jarvis""",RP-0862-wk,13-11-2019,"""Kitchen"""
LI-4958,Verla,Redferne,Verla Redferne,F,31-08-1995,"""Ultron""",BM-2995-cd,11-10-2019,"""Kitchen"""
LI-1335,Timmi,Dowgill,Timmi Dowgill,F,13-02-2012,"""Ultron""",RP-4721-qs,07-01-2020,"""Kitchen"""
LI-8803,Genna,Ciottoi,Genna Ciottoi,F,27-06-2014,"""Jarvis""",HC-0910-sd,26-05-2020,"""Kitchen"""
LI-6960,Dedra,Trustie,Dedra Trustie,F,07-12-2008,"""Jarvis""",BM-8915-zo,17-06-2020,"""Science and Technology"""
LI-1602,Brook,Waite,Brook Waite,M,26-09-1994,"""Ultron""",RP-3533-uf,30-03-2020,"""Kitchen"""
LI-0604,Glyn,Oaten,Glyn Oaten,F,12-11-2008,"""Skynet""",RP-2872-jw,04-02-2020,"""Science and Technology"""
LI-4120,Bondon,Grastye,Bondon Grastye,M,22-06-2013,"""Jarvis""",RP-6611-tn,06-10-2019,"""Kitchen"""
LI-1317,Rafaelia,Brownfield,Rafaelia Brownfield,F,04-07-2011,"""Jarvis""",RP-3584-sg,31-07-2020,"""Science and Technology"""
LI-7778,Merrielle,Langtree,Merrielle Langtree,F,30-09-2015,"""DIY Contrast""",BM-2567-fb,23-04-2020,"""Kitchen"""
LI-0434,Danika,Atteridge,Danika Atteridge,F,07-11-2013,"""Jarvis""",RP-9692-aq,08-08-2020,"""Art and Craft"""
LI-7427,Dalston,Elsdon,Dalston Elsdon,M,26-02-2006,"""Ultron""",BM-0791-yz,22-05-2020,"""Kitchen"""
LI-2493,Caz,Eagling,Caz Eagling,M,11-12-2014,"""Ultron""",BM-6978-ao,14-07-2020,"""Kitchen"""
LI-8714,Adey,De Vries,Adey De Vries,F,13-01-1995,"""Ultron""",RP-1032-sj,12-01-2020,"""Art and Craft"""
LI-8276,Augustus,Martynov,Augustus Martynov,M,28-11-1999,"""Jarvis""",RP-5001-jc,24-12-2019,"""Kitchen"""
LI-7352,Phillip,Baxster,Phillip Baxster,M,24-03-2018,"""Jarvis""",RP-2279-sx,20-03-2020,"""Kitchen"""
LI-2878,Paddy,MacTavish,Paddy MacTavish,M,24-05-2011,"""Kits Focal""",BM-0295-mb,06-12-2019,"""Art and Craft"""
LI-0913,Mair,Bartlomiejczyk,Mair Bartlomiejczyk,F,10-09-2008,"""Ultron""",BM-4754-yu,21-06-2020,"""Science and Technology"""
LI-4536,Garrek,Ortas,Garrek Ortas,M,04-08-2016,"""Ultron""",JS-2085-oz,27-02-2020,"""Kitchen"""
LI-9847,Ximenes,Gadsby,Ximenes Gadsby,M,19-09-2007,"""DIY Contrast""",HC-9714-wm,11-12-2019,"""Science and Technology"""
LI-6042,Danny,Cooch,Danny Cooch,M,13-05-1997,"""Kits Focal""",HC-2036-am,22-01-2020,"""Kitchen"""
LI-6569,Galvin,Verdun,Galvin Verdun,M,24-12-2009,"""Ultron""",JS-1659-aw,07-07-2020,"""Kitchen"""
LI-6913,Jesselyn,Boraston,Jesselyn Boraston,F,01-04-2019,"""Jarvis""",RP-2141-iw,03-01-2020,"""Science and Technology"""
LI-6368,Kalvin,Ryles,Kalvin Ryles,M,17-04-1995,"""Kits Focal""",BM-0001-yo,17-12-2019,"""Kitchen"""
LI-5678,Hamilton,Sullly,Hamilton Sullly,M,25-06-2000,"""Jarvis""",RP-6097-wv,06-05-2020,"""Science and Technology"""
LI-9114,Brice,Gainseford,Brice Gainseford,M,23-08-2010,"""Kits Focal""",HC-1547-ra,18-08-2020,"""Kitchen"""
LI-1858,Bern,Beadles,Bern Beadles,M,21-09-2016,"""Jarvis""",RP-4316-md,16-10-2020,"""Science and Technology"""
LI-6145,Cyrill,Evens,Cyrill Evens,M,04-11-2005,"""Jarvis""",RP-4703-hy,12-05-2020,"""Kitchen"""
LI-8651,Sue,Garraway,Sue Garraway,F,18-11-2016,"""Ultron""",JS-5156-vy,23-07-2020,"""Science and Technology"""
LI-3158,Agace,Snailham,Agace Snailham,F,09-08-2012,"""Jarvis""",RP-8862-on,23-08-2020,"""Kitchen"""
LI-1316,Stan,Adshed,Stan Adshed,M,05-04-2006,"""Ultron""",RP-1477-de,25-03-2020,"""Art and Craft"""
LI-1107,Osmond,Posen,Osmond Posen,M,25-03-2018,"""Kits Focal""",BM-1475-qt,07-12-2019,"""Art and Craft"""
LI-5517,Jorrie,Domnick,Jorrie Domnick,F,24-08-2018,"""Jarvis""",BM-5463-mh,17-05-2020,"""Kitchen"""
LI-7596,Travers,Heymann,Travers Heymann,M,12-09-2004,"""Skynet""",RP-3681-qn,09-11-2019,"""Kitchen"""
LI-2887,Creigh,Goldson,Creigh Goldson,M,14-05-2018,"""Skynet""",JS-8751-og,18-10-2020,"""Art and Craft"""
LI-1190,Robbin,Tew,Robbin Tew,F,06-08-1996,"""Jarvis""",HC-0137-ce,15-05-2020,"""Science and Technology"""
LI-5400,Rafaellle,Dalloway,Rafaellle Dalloway,M,18-07-2004,"""Skynet""",JS-1431-ci,04-12-2019,"""Art and Craft"""
LI-1540,Junette,Bradnock,Junette Bradnock,F,20-07-2004,"""Ultron""",RP-7866-nx,11-08-2020,"""Science and Technology"""
LI-2773,Josh,McGifford,Josh McGifford,M,23-04-2018,"""Kits Focal""",RP-7747-xy,30-10-2020,"""Kitchen"""
LI-7062,Robby,Corker,Robby Corker,M,12-11-2019,"""Ultron""",HC-2431-qh,27-01-2020,"""Kitchen"""
LI-1090,Bertie,Robke,Bertie Robke,M,15-09-1993,"""Ultron""",RP-0767-gp,10-10-2019,"""Science and Technology"""
LI-7910,Arnoldo,Clemenza,Arnoldo Clemenza,M,30-09-1997,"""Ultron""",RP-1690-qz,29-04-2020,"""Kitchen"""
LI-8167,Filippo,Leah,Filippo Leah,M,30-11-2004,"""Kits Focal""",JS-3732-sp,09-06-2020,"""Science and Technology"""
LI-6249,Morlee,Farra,Morlee Farra,M,19-01-2010,"""Jarvis""",RP-7013-ar,13-09-2020,"""Kitchen"""
LI-0493,Sidnee,Mellers,Sidnee Mellers,M,13-06-1998,"""Jarvis""",JS-2067-yq,03-11-2019,"""Kitchen"""
LI-6683,Chaunce,Heighway,Chaunce Heighway,M,19-01-2005,"""Jarvis""",RP-0428-sp,17-08-2020,"""Science and Technology"""
LI-6385,Prissie,Rysdale,Prissie Rysdale,F,20-01-2001,"""DIY Contrast""",RP-1573-lt,24-02-2020,"""Science and Technology"""
LI-6762,Tiffie,Cocking,Tiffie Cocking,F,23-10-1992,"""Jarvis""",RP-5324-ad,27-02-2020,"""Science and Technology"""
LI-4461,Mathilde,Bracknall,Mathilde Bracknall,F,18-07-2010,"""Jarvis""",BM-7759-av,20-12-2019,"""Kitchen"""
LI-4626,Belva,Millhouse,Belva Millhouse,F,13-10-2001,"""Ultron""",BM-3038-kw,01-10-2020,"""Science and Technology"""
LI-2356,Hasty,Postgate,Hasty Postgate,M,14-04-2019,"""Jarvis""",HC-2084-ds,27-10-2020,"""Art and Craft"""
LI-4377,Issi,Leman,Issi Leman,F,04-04-1996,"""Jarvis""",RP-2831-xi,22-03-2020,"""Kitchen"""
LI-6609,Brier,Pellew,Brier Pellew,F,04-03-2002,"""Skynet""",RP-4897-or,27-09-2019,"""Kitchen"""
LI-9873,Sampson,Kocher,Sampson Kocher,M,06-09-2008,"""Skynet""",RP-1488-sm,31-07-2020,"""Art and Craft"""
LI-0036,Georgiana,Ferretti,Georgiana Ferretti,F,07-08-2001,"""Ultron""",JS-6127-ic,15-07-2020,"""Kitchen"""
LI-9615,Bernarr,Danzelman,Bernarr Danzelman,M,12-05-1999,"""Jarvis""",RP-6753-fq,23-11-2019,"""Art and Craft"""
LI-3976,Grace,Brooking,Grace Brooking,M,28-11-1998,"""Jarvis""",RP-4125-pg,30-10-2019,"""Kitchen"""
LI-7137,Fenelia,Mawson,Fenelia Mawson,F,13-11-1995,"""Jarvis""",BM-1737-tl,31-01-2020,"""Kitchen"""
LI-3253,Johann,Lawty,Johann Lawty,M,05-03-2017,"""DIY Contrast""",BM-9435-ei,10-12-2019,"""Science and Technology"""
LI-6836,Lurleen,Voisey,Lurleen Voisey,F,22-11-1998,"""Ultron""",BM-9978-nw,30-10-2019,"""Science and Technology"""
LI-3826,Claudie,Garn,Claudie Garn,F,01-07-1997,"""Skynet""",BM-2161-ch,11-07-2020,"""Kitchen"""
LI-7003,Jasmin,Rasper,Jasmin Rasper,F,11-08-2010,"""Skynet""",JS-6104-ap,15-02-2020,"""Kitchen"""
LI-5188,Corney,Trippett,Corney Trippett,M,01-12-2000,"""Jarvis""",RP-9893-sy,14-09-2020,"""Kitchen"""
LI-9123,Connie,Dracey,Connie Dracey,M,14-01-2001,"""Jarvis""",HC-8397-tg,16-11-2019,"""Kitchen"""
LI-0210,Merrile,Hebner,Merrile Hebner,F,07-07-2005,"""Ultron""",RP-1762-rj,02-10-2020,"""Science and Technology"""
LI-3279,Jourdan,Melody,Jourdan Melody,F,28-09-2000,"""Jarvis""",BM-0311-tc,03-09-2020,"""Art and Craft"""
LI-0144,Mignon,Tankard,Mignon Tankard,F,01-04-1996,"""Jarvis""",RP-8541-bv,23-06-2020,"""Art and Craft"""
LI-9643,Torrance,Clunie,Torrance Clunie,M,21-09-1991,"""Jarvis""",BM-6181-ku,13-09-2019,"""Art and Craft"""
LI-4414,Katti,Le Jean,Katti Le Jean,F,09-08-1998,"""Jarvis""",RP-2309-tl,10-10-2019,"""Science and Technology"""
LI-8128,Winfield,Wilcott,Winfield Wilcott,M,25-03-1998,"""Jarvis""",RP-3303-qp,30-03-2020,"""Art and Craft"""
LI-6431,Derry,Bingham,Derry Bingham,M,21-08-1997,"""Skynet""",BM-1014-iv,21-03-2020,"""Science and Technology"""
LI-1016,Carmine,Cahalin,Carmine Cahalin,M,04-09-2005,"""Jarvis""",BM-8343-fs,06-07-2020,"""Kitchen"""
LI-6741,Kienan,Sparling,Kienan Sparling,M,08-02-2002,"""Skynet""",RP-1086-dl,25-04-2020,"""Science and Technology"""
LI-4135,Shannen,Rizon,Shannen Rizon,F,13-10-2006,"""Kits Focal""",JS-0053-zx,05-10-2019,"""Kitchen"""
LI-1164,Lila,Aizik,Lila Aizik,F,07-11-2003,"""DIY Quest""",RP-3277-cd,23-04-2020,"""Kitchen"""
LI-4323,Charisse,Merner,Charisse Merner,F,05-11-2008,"""Ultron""",JS-6481-yl,28-09-2019,"""Kitchen"""
LI-1017,Donavon,Fullilove,Donavon Fullilove,M,15-07-2011,"""Skynet""",RP-1615-uo,22-03-2020,"""Science and Technology"""
LI-7917,Gauthier,Antonietti,Gauthier Antonietti,M,23-10-2005,"""Ultron""",HC-2791-rd,22-07-2020,"""Kitchen"""
LI-5257,Hollie,Merrett,Hollie Merrett,F,19-04-2015,"""Jarvis""",BM-1220-do,01-02-2020,"""Science and Technology"""
LI-7889,Arlin,Becconsall,Arlin Becconsall,M,26-05-2010,"""Ultron""",HC-6620-vi,17-06-2020,"""Science and Technology"""
LI-4351,Marielle,Brassington,Marielle Brassington,F,31-08-2010,"""Jarvis""",BM-3268-ts,11-09-2019,"""Kitchen"""
LI-0042,Mayer,Heineke,Mayer Heineke,M,15-07-2004,"""Jarvis""",RP-7872-ml,18-05-2020,"""Science and Technology"""
LI-8040,Lee,Longmead,Lee Longmead,M,06-01-2019,"""DIY Contrast""",RP-3010-gn,02-10-2020,"""Art and Craft"""
LI-1446,Olenka,Augie,Olenka Augie,F,18-09-2015,"""Ultron""",RP-8660-gx,05-06-2020,"""Kitchen"""
LI-1315,Pancho,McKilroe,Pancho McKilroe,M,20-05-2003,"""Ultron""",HC-7512-ho,02-01-2020,"""Art and Craft"""
LI-0861,Loutitia,Dalliwater,Loutitia Dalliwater,F,30-11-1991,"""Jarvis""",RP-3056-we,10-11-2019,"""Kitchen"""
LI-3210,Huberto,Hurrell,Huberto Hurrell,M,02-11-1999,"""Jarvis""",BM-9559-uj,27-05-2020,"""Art and Craft"""
LI-9224,Antonia,Cellone,Antonia Cellone,F,04-12-2006,"""Kits Focal""",RP-9896-hw,19-04-2020,"""Science and Technology"""
LI-3927,Fawnia,Vivian,Fawnia Vivian,F,09-11-2012,"""Jarvis""",BM-9246-eb,15-06-2020,"""Art and Craft"""
LI-0764,Teador,Leigh,Teador Leigh,M,12-10-1990,"""Jarvis""",RP-7265-bk,22-07-2020,"""Kitchen"""
LI-9041,Charley,Pabel,Charley Pabel,M,08-05-1992,"""Ultron""",HC-4480-ts,31-07-2020,"""Kitchen"""
LI-9716,Harmon,Trenaman,Harmon Trenaman,M,28-03-2005,"""Jarvis""",JS-0563-bq,25-06-2020,"""Science and Technology"""
LI-6697,Sheela,Dunstall,Sheela Dunstall,F,15-08-2010,"""Ultron""",BM-5016-ma,11-04-2020,"""Art and Craft"""
LI-3353,Vlad,Jeanes,Vlad Jeanes,M,25-03-2014,"""Ultron""",RP-2652-uj,13-01-2020,"""Science and Technology"""
LI-9672,Gabi,Boutwell,Gabi Boutwell,M,25-02-1995,"""Skynet""",RP-8075-fw,29-04-2020,"""Science and Technology"""
LI-6117,Bradan,Coverley,Bradan Coverley,M,25-03-2016,"""Jarvis""",RP-1223-es,04-12-2019,"""Science and Technology"""
LI-1545,Gabie,Lawden,Gabie Lawden,M,31-12-2014,"""Jarvis""",HC-0037-ln,15-02-2020,"""Kitchen"""
LI-1576,Delcine,Palley,Delcine Palley,F,28-05-2007,"""DIY Contrast""",RP-3705-jy,30-05-2020,"""Kitchen"""
LI-0017,Dickie,Hupe,Dickie Hupe,M,01-12-1990,"""Jarvis""",RP-0437-ec,02-10-2019,"""Science and Technology"""
LI-6816,Gothart,Scotts,Gothart Scotts,M,13-06-2009,"""Skynet""",RP-7274-ki,23-03-2020,"""Kitchen"""
LI-0341,Rafaelita,Alexsandrov,Rafaelita Alexsandrov,F,01-05-2016,"""Jarvis""",RP-0337-ib,03-12-2019,"""Science and Technology"""
LI-5212,Elmo,Juschka,Elmo Juschka,M,18-12-2003,"""Kits Fireside""",RP-5558-jq,08-10-2020,"""Science and Technology"""
LI-0718,Daisy,Apperley,Daisy Apperley,F,29-03-2012,"""Jarvis""",HC-4906-ab,25-09-2020,"""Kitchen"""
LI-4348,Shaylyn,Nollet,Shaylyn Nollet,F,18-09-1993,"""Jarvis""",RP-7198-ok,29-10-2020,"""Art and Craft"""
LI-3603,Valene,Theml,Valene Theml,F,13-10-2004,"""Kits Focal""",JS-6510-qm,20-02-2020,"""Science and Technology"""
LI-1860,Hart,Rowlstone,Hart Rowlstone,M,03-07-1999,"""Jarvis""",JS-6434-ag,11-10-2019,"""Science and Technology"""
LI-1139,Bud,Matyushonok,Bud Matyushonok,M,29-12-2011,"""Kits Focal""",JS-9162-bo,02-03-2020,"""Art and Craft"""
LI-5618,Barnett,Manie,Barnett Manie,M,28-10-2012,"""Jarvis""",RP-0090-wx,03-11-2019,"""Kitchen"""
LI-1663,Willdon,Elflain,Willdon Elflain,M,03-07-2013,"""Jarvis""",BM-8514-nr,01-11-2019,"""Art and Craft"""
LI-9142,Nicola,Berzons,Nicola Berzons,F,11-02-2016,"""Kits Focal""",HC-1245-gk,27-09-2020,"""Kitchen"""
LI-1071,Edeline,Coniam,Edeline Coniam,F,24-10-1991,"""DIY Contrast""",RP-2462-bk,18-01-2020,"""Kitchen"""
LI-9335,Rice,Haensel,Rice Haensel,M,02-09-2003,"""Ultron""",RP-7664-ou,20-09-2020,"""Art and Craft"""
LI-9662,Elisabeth,Brenton,Elisabeth Brenton,F,26-08-2018,"""Ultron""",RP-5037-lr,26-09-2019,"""Science and Technology"""
LI-9396,Demetrius,Duester,Demetrius Duester,M,06-09-2005,"""Jarvis""",HC-6991-kt,28-04-2020,"""Kitchen"""
LI-8774,Lorenzo,Callery,Lorenzo Callery,M,28-01-2014,"""Jarvis""",RP-9200-oz,23-05-2020,"""Art and Craft"""
LI-7672,Kissie,Vedeshkin,Kissie Vedeshkin,F,14-01-1994,"""Jarvis""",BM-3445-qt,16-10-2020,"""Kitchen"""
LI-3095,Vaughn,McCrow,Vaughn McCrow,M,29-03-1999,"""Jarvis""",RP-6058-vn,14-11-2019,"""Art and Craft"""
LI-1902,Janela,Chamberlin,Janela Chamberlin,F,28-08-2008,"""Kits Focal""",RP-0729-mz,06-07-2020,"""Kitchen"""
LI-3904,Horatia,Stille,Horatia Stille,F,22-07-2001,"""Jarvis""",BM-1314-iv,08-10-2020,"""Art and Craft"""
LI-4016,Jerrilyn,Beven,Jerrilyn Beven,F,10-07-2000,"""Skynet""",RP-2767-od,22-04-2020,"""Science and Technology"""
LI-1581,Lavinia,Skedgell,Lavinia Skedgell,F,09-07-2007,"""DIY Contrast""",BM-0832-rc,09-02-2020,"""Art and Craft"""
LI-3922,Antoinette,Haymes,Antoinette Haymes,F,24-01-2005,"""Kits Focal""",RP-2934-hl,15-12-2019,"""Science and Technology"""
LI-5730,Ilyse,Schonfeld,Ilyse Schonfeld,F,16-02-1997,"""Ultron""",RP-7683-at,06-10-2020,"""Kitchen"""
LI-5274,Chane,Adenet,Chane Adenet,M,12-01-1997,"""DIY Contrast""",JS-9778-nh,18-08-2020,"""Kitchen"""
LI-5169,Harley,Imlacke,Harley Imlacke,M,01-03-2004,"""Jarvis""",HC-4616-uc,23-07-2020,"""Kitchen"""
LI-3414,Mateo,Worley,Mateo Worley,M,03-07-2011,"""Jarvis""",RP-5741-lm,23-06-2020,"""Art and Craft"""
LI-2225,Adolpho,Roxbrough,Adolpho Roxbrough,M,04-09-2006,"""Jarvis""",JS-7334-lp,18-02-2020,"""Kitchen"""
LI-8733,Benjamin,Grindley,Benjamin Grindley,M,21-02-1994,"""Jarvis""",BM-7879-nz,23-08-2020,"""Kitchen"""
LI-8312,Georgine,Balf,Georgine Balf,F,09-08-2011,"""DIY Quest""",BM-2327-xa,16-03-2020,"""Science and Technology"""
LI-4721,Henrietta,Goldman,Henrietta Goldman,F,02-07-2003,"""Jarvis""",RP-6050-yv,05-02-2020,"""Kitchen"""
LI-0459,Imelda,Hedney,Imelda Hedney,F,04-04-2002,"""Jarvis""",BM-0737-cl,22-09-2020,"""Science and Technology"""
LI-0769,Gretal,Bamlett,Gretal Bamlett,F,30-06-2007,"""Ultron""",RP-7372-iu,16-02-2020,"""Art and Craft"""
LI-1265,Jayme,Riley,Jayme Riley,F,28-01-1992,"""Ultron""",BM-3821-mz,31-01-2020,"""Kitchen"""
LI-5068,Talbert,Hawkins,Talbert Hawkins,M,26-02-2006,"""Jarvis""",JS-1721-sm,04-12-2019,"""Art and Craft"""
LI-3219,Janna,Buncombe,Janna Buncombe,F,20-01-2015,"""Jarvis""",RP-2459-qx,21-09-2019,"""Science and Technology"""
LI-2727,Alley,Artz,Alley Artz,M,08-04-2019,"""Ultron""",JS-3058-qx,23-04-2020,"""Art and Craft"""
LI-9573,Kristen,Pedlow,Kristen Pedlow,F,20-03-2002,"""Jarvis""",RP-9136-va,09-02-2020,"""Kitchen"""
LI-7660,Quintana,Adie,Quintana Adie,F,16-05-1993,"""Kits Fireside""",RP-2481-qx,19-09-2020,"""Kitchen"""
LI-4420,Cati,Hurch,Cati Hurch,F,04-08-2016,"""Skynet""",RP-3510-zd,20-10-2019,"""Kitchen"""
LI-3843,Sibley,Surgison,Sibley Surgison,F,17-10-2019,"""Ultron""",RP-9382-vz,11-08-2020,"""Science and Technology"""
LI-3180,Marleah,Hetterich,Marleah Hetterich,F,25-02-2011,"""Jarvis""",HC-0845-us,11-05-2020,"""Kitchen"""
LI-5200,Olimpia,Gonzalvo,Olimpia Gonzalvo,F,10-05-2020,"""DIY Contrast""",BM-5981-rp,04-06-2020,"""Kitchen"""
LI-4462,Jemimah,Poulsum,Jemimah Poulsum,F,22-08-1993,"""Skynet""",RP-7958-wg,24-05-2020,"""Kitchen"""
LI-9860,Veronique,Bonnet,Veronique Bonnet,F,24-11-1990,"""Kits Focal""",HC-8209-db,18-06-2020,"""Kitchen"""
LI-7798,Gun,Dowson,Gun Dowson,M,08-10-1991,"""Jarvis""",BM-5435-hw,25-09-2019,"""Science and Technology"""
LI-5878,Theadora,Itzkowicz,Theadora Itzkowicz,F,11-03-2013,"""Jarvis""",HC-0623-uj,03-06-2020,"""Science and Technology"""
LI-3615,Wilden,Ruthven,Wilden Ruthven,M,30-10-1992,"""Skynet""",HC-3073-ou,12-03-2020,"""Kitchen"""
LI-3591,Micky,Gilfether,Micky Gilfether,M,11-02-2006,"""Ultron""",BM-0930-qj,16-10-2020,"""Science and Technology"""
LI-6825,Ilaire,Hammerich,Ilaire Hammerich,M,20-02-2011,"""Jarvis""",RP-9125-cj,10-05-2020,"""Kitchen"""
LI-7121,Manolo,Carine,Manolo Carine,M,04-03-1997,"""Ultron""",RP-0036-al,30-12-2019,"""Art and Craft"""
LI-0908,Lonnie,Rain,Lonnie Rain,F,24-08-2010,"""Jarvis""",RP-1395-lx,21-08-2020,"""Kitchen"""
LI-2751,Isadora,Drewet,Isadora Drewet,F,28-09-1993,"""Jarvis""",RP-8072-wu,12-05-2020,"""Kitchen"""
LI-0029,Solomon,Snewin,Solomon Snewin,M,16-04-2002,"""Jarvis""",HC-8701-ps,18-12-2019,"""Science and Technology"""
LI-9262,Rutger,Kausche,Rutger Kausche,M,28-03-1995,"""Jarvis""",RP-5617-mp,25-07-2020,"""Art and Craft"""
LI-5680,Annalee,Haulkham,Annalee Haulkham,F,14-04-2002,"""Jarvis""",RP-7625-xw,13-07-2020,"""Kitchen"""
LI-2037,Giordano,Gascar,Giordano Gascar,M,14-11-2014,"""Ultron""",RP-6665-rw,03-06-2020,"""Kitchen"""
LI-3580,Rawley,Coiley,Rawley Coiley,M,12-12-2007,"""Jarvis""",RP-0152-ev,04-09-2020,"""Kitchen"""
LI-6471,Jenni,Momery,Jenni Momery,F,09-04-2016,"""Jarvis""",JS-9710-em,14-05-2020,"""Art and Craft"""
LI-3689,Bret,Verduin,Bret Verduin,M,21-11-2004,"""Ultron""",HC-6961-ra,11-07-2020,"""Art and Craft"""
LI-2202,Rowena,Friedenbach,Rowena Friedenbach,F,19-02-1996,"""Ultron""",RP-4198-ur,25-05-2020,"""Art and Craft"""
LI-9741,Giffer,Fursey,Giffer Fursey,M,03-08-2012,"""Jarvis""",BM-0556-gs,16-12-2019,"""Science and Technology"""
LI-6471,Ambrosio,Pinnick,Ambrosio Pinnick,M,03-03-2004,"""Ultron""",JS-4031-ed,22-08-2020,"""Kitchen"""
LI-5742,Danika,Sparkwill,Danika Sparkwill,F,21-10-2005,"""Jarvis""",HC-2568-no,15-03-2020,"""Kitchen"""
LI-5329,Dolph,Barton,Dolph Barton,M,03-03-2004,"""Jarvis""",RP-9534-te,14-02-2020,"""Science and Technology"""
LI-0941,Caryl,Gaffon,Caryl Gaffon,M,14-12-2012,"""Jarvis""",RP-2485-ls,25-09-2020,"""Science and Technology"""
